"code","동","구","집세","청년남자비율","청년여자비율","범죄안전","교통안전","편의시설","쇼핑시설","외식시설","대중교통","체육시설"
1102059,"광희동","중구",35.1403381239296,45.7349352714728,40.4528464471765,60.771160757722,80.3143713152575,70.7182191394015,142.538658370502,70.8652456579566,39.8515609020663,65.7183647826582
1101058,"교남동","종로구",39.6857609931757,36.8822535652261,40.0821524380278,53.7072068518677,57.2860424658292,55.0099939362283,41.4624726069261,41.1426656827623,39.8515609020663,39.5861467673122
1117052,"구로1동","구로구",37.7777830871736,55.5962868053941,55.5327011375379,50.0563824595861,45.6662435051086,54.8766473725346,43.7157633723561,38.1631405507746,87.0329005678986,41.0379366570536
1117071,"구로2동","구로구",37.7777830871736,42.143703571181,34.1246173807566,46.8133983927475,43.9760909290037,55.0099939362283,57.557406645712,68.5397626281125,87.0329005678986,57.0076254442095
1117054,"구로3동","구로구",37.6001094837057,87.7647092782383,83.3821343613384,46.5702201934633,48.4127414412789,42.2353931343269,58.0402546668756,83.5827309774162,87.0329005678986,84.8819913272453
1117055,"구로4동","구로구",37.7777830871736,53.2117244995822,51.0927916184431,47.8507440185172,43.9760909290037,46.6358297362346,58.684052028427,56.9123474788923,87.0329005678986,51.7811818411403
1117056,"구로5동","구로구",37.7777830871736,60.9708925783289,69.2891875850972,46.3318309644842,45.0324362890693,42.1020465706328,53.2117744552398,62.1446842960414,87.0329005678986,57.8786993780544
1112057,"구산동","은평구",56.2405960566871,39.6955716699509,38.1168975594105,46.066131974327,43.7648218569906,42.7687793891036,44.6814594146832,40.9246516487144,39.8515609020663,39.8765047452605
1105060,"구의1동","광진구",53.2299617586465,69.1478415919464,77.4957219950198,47.3650315169548,46.3000507211479,43.035472516492,51.9241797321369,59.89187261088,87.0329005678986,66.2990807385548
1105061,"구의2동","광진구",53.25604764724,47.0451487712441,45.7185438468658,47.8040632235912,45.3493398970889,61.2772824298545,48.0613955628283,45.5756177084025,87.0329005678986,54.1040456647266
1105062,"구의3동","광진구",53.0669232467378,51.754431669616,54.7532318150439,47.0900095790434,45.6662435051086,41.8353534432444,51.1194330301976,53.4241229341262,87.0329005678986,56.426909488313
1105054,"군자동","광진구",45.1412321744228,76.1575030929424,73.5164664309165,47.9914043294896,47.0394924731937,54.0765679903693,53.5336731360155,56.1129626873834,30.4152929688998,66.8797966944514
1104059,"금호1가동","성동구",28.4443926078458,42.0761426196224,40.0526216932212,47.4597001842304,53.1662955615737,42.3687396980211,41.1405739261503,36.0556715549785,30.4152929688998,38.424714855519
1104072,"금호2.3가동","성동구",41.9340346714147,50.6635313072247,53.7866036491144,45.3577055287,45.7718780411151,42.2353931343269,46.9347501801133,47.1743872914203,39.8515609020663,45.393306326278
1104062,"금호4가동","성동구",51.9046396749221,49.6628990687827,53.7391560537827,47.4448485690309,52.1099502015082,56.3434595731701,42.5891179896411,41.2880083721276,39.8515609020663,43.3608004806399
1125074,"길동","강동구",42.2424836010702,56.0173231566376,56.6345017746417,44.3695409221364,42.2859383528989,55.8100733183935,72.8475939825587,89.3964385520264,39.8515609020663,81.3976955918659
1108066,"길음1동","성북구",29.1775253286919,31.5507416746605,44.1284000194847,45.2821588836289,43.3422837129644,56.0767664457821,57.8793053264877,49.9358983893601,39.8515609020663,45.6836643042263
1108068,"길음2동","성북구",29.1775253286919,40.2466873281908,42.0115321531211,50.8374661621784,56.5466007137834,70.7182191394015,54.0165211571791,42.8867779551454,58.7240967683992,41.9090105908985
1121058,"낙성대동","관악구",41.5837300598366,110.859928729202,96.6374724789181,48.2857859759972,49.6803558733575,57.010192391641,46.130003478174,58.0024176491317,68.1603647015657,53.5233297088301
1121081,"난곡동","관악구",39.0691540966463,51.0112011572524,38.450441730793,47.1394422335867,43.6591873209841,22.6867868967616,46.130003478174,37.509098448631,39.8515609020663,39.8765047452605
1121071,"난향동","관악구",39.0691540966463,37.2168498756705,38.07787684263,52.405788673462,49.9972594813772,20.5532418776548,40.4967765645989,34.6022446613259,39.8515609020663,36.392209009881
1113069,"남가좌1동","서대문구",36.4244311929186,42.2227600538485,50.0178223853239,49.0607517466066,50.8423357694296,30.3942182782846,47.0956995205011,39.5438960997445,39.8515609020663,36.9729249657776
1113070,"남가좌2동","서대문구",35.0574622527958,44.5463269263819,40.6946284537976,46.1696175015439,46.6169543291675,35.3280411349689,45.8081047973983,48.2644574616597,39.8515609020663,48.8776020616574
1103053,"남영동","용산구",43.9868062897838,45.9418180254742,35.1002802306986,50.9459466555665,63.6241146262223,36.128120517134,45.9690541377861,53.860151002222,58.7240967683992,54.6847616206232
1121063,"남현동","관악구",41.4648297300731,78.557340733977,85.6906880852112,49.3055981163324,49.0465486573182,31.7276839152263,47.0956995205011,44.4128761934805,30.4152929688998,45.9740222821745
1122068,"내곡동","서초구",63.0827574071924,48.8439316029619,52.3333550676648,50.1563913231239,52.2155847375148,21.3533212598199,41.4624726069261,38.0177978614094,30.4152929688998,40.457220701157
1120072,"노량진1동","동작구",31.2314162325161,64.3150985914339,51.8990627379703,44.4725988167581,44.1873600010168,21.7533609509024,55.4650652206698,53.5694656234915,49.2878288352327,58.459415333951
1120052,"노량진2동","동작구",31.5732334105729,63.9504556302862,44.884594890034,47.2387002696192,50.8423357694296,19.7531624954898,44.1986113935197,39.834581478475,39.8515609020663,43.3608004806399
1112051,"녹번동","은평구",51.6846998586682,46.4843950835801,47.1408693807094,45.4807032418366,44.0817254650103,20.2865487502665,45.4862061166225,48.3371288063423,49.2878288352327,44.5222323924331
1123052,"논현1동","강남구",56.912968966353,83.5722602971996,115.30200937424,48.7609176656677,49.7859904093641,33.3278426795564,58.684052028427,76.0249111304231,49.2878288352327,81.6880535698142
